,gini,month,year,state,specialty
6,0.10250808980419246,-5,2018,AL,All
7,0.10427665670227448,-4,2018,AL,All
8,0.10107553585371531,-3,2018,AL,All
9,0.09953636433237067,-2,2018,AL,All
10,0.10756646846164064,-1,2018,AL,All
11,0.11334818416167403,0,2018,AL,All
0,0.17682192623230208,-11,2018,AL,Emergency Medicine
1,0.14721236096145118,-10,2018,AL,Emergency Medicine
2,0.11328728351534989,-9,2018,AL,Emergency Medicine
3,0.15337606543771276,-8,2018,AL,Emergency Medicine
4,0.13888622530778494,-7,2018,AL,Emergency Medicine
5,0.16657559600437422,-6,2018,AL,Emergency Medicine
6,0.12695350066752698,-5,2018,AL,Emergency Medicine
7,0.1012565360759553,-4,2018,AL,Emergency Medicine
8,0.13630590585049518,-3,2018,AL,Emergency Medicine
9,0.11762057533196169,-2,2018,AL,Emergency Medicine
10,0.11125329719918609,-1,2018,AL,Emergency Medicine
11,0.15494089358846008,0,2018,AL,Emergency Medicine
0,0.15270037042751194,-11,2018,AL,Anesthesiology
1,0.12403415259436112,-10,2018,AL,Anesthesiology
2,0.1431262579670406,-9,2018,AL,Anesthesiology
3,0.17122802648641833,-8,2018,AL,Anesthesiology
4,0.168852149359776,-7,2018,AL,Anesthesiology
5,0.14809079866248975,-6,2018,AL,Anesthesiology
6,0.1580932474889727,-5,2018,AL,Anesthesiology
7,0.15431827409429666,-4,2018,AL,Anesthesiology
8,0.13606253542452418,-3,2018,AL,Anesthesiology
9,0.1149664595640727,-2,2018,AL,Anesthesiology
10,0.11215887993269125,-1,2018,AL,Anesthesiology
11,0.1353455792711311,0,2018,AL,Anesthesiology
0,0.11963152732627091,-11,2018,AL,Cardiology
1,0.0876801025660845,-10,2018,AL,Cardiology
2,0.1161442715946609,-9,2018,AL,Cardiology
3,0.10294406971537529,-8,2018,AL,Cardiology
4,0.1189199922467763,-7,2018,AL,Cardiology
5,0.13317019340968428,-6,2018,AL,Cardiology
6,0.12123876603965567,-5,2018,AL,Cardiology
7,0.12617106412361634,-4,2018,AL,Cardiology
8,0.12639744937240371,-3,2018,AL,Cardiology
9,0.12659333861747268,-2,2018,AL,Cardiology
10,0.14375057303613437,-1,2018,AL,Cardiology
11,0.1404300951259898,0,2018,AL,Cardiology
0,0.1034392586567896,1,2019,AL,All
1,0.09224602871190113,2,2019,AL,All
2,0.09507754746315245,3,2019,AL,All
3,0.10446170014257672,4,2019,AL,All
4,0.10843824101566368,5,2019,AL,All
5,0.10093301896577622,6,2019,AL,All
6,0.10162819702535231,7,2019,AL,All
7,0.10826700169472048,8,2019,AL,All
8,0.10524918693454377,9,2019,AL,All
9,0.1027981965063679,10,2019,AL,All
10,0.11058120649140457,11,2019,AL,All
11,0.10818395286554316,12,2019,AL,All
0,0.12632141634697547,1,2019,AL,Emergency Medicine
1,0.10481954723635079,2,2019,AL,Emergency Medicine
2,0.047364092004845704,3,2019,AL,Emergency Medicine
3,0.08079210082168731,4,2019,AL,Emergency Medicine
4,0.12789782568909147,5,2019,AL,Emergency Medicine
5,0.06117092314975725,6,2019,AL,Emergency Medicine
6,0.0893911605897546,7,2019,AL,Emergency Medicine
7,0.0751004248932865,8,2019,AL,Emergency Medicine
8,0.1695610636483944,9,2019,AL,Emergency Medicine
9,0.11844583173460899,10,2019,AL,Emergency Medicine
10,0.04716639085014296,11,2019,AL,Emergency Medicine
11,0.09675291259672891,12,2019,AL,Emergency Medicine
0,0.13558817793034839,1,2019,AL,Anesthesiology
1,0.15562185850476007,2,2019,AL,Anesthesiology
2,0.1637348877566761,3,2019,AL,Anesthesiology
3,0.12116906862091992,4,2019,AL,Anesthesiology
4,0.1563236670932623,5,2019,AL,Anesthesiology
5,0.11432647135604079,6,2019,AL,Anesthesiology
6,0.11076142163355507,7,2019,AL,Anesthesiology
7,0.14265189031892922,8,2019,AL,Anesthesiology
8,0.13592092327722338,9,2019,AL,Anesthesiology
9,0.12209897937334135,10,2019,AL,Anesthesiology
10,0.1570574425808593,11,2019,AL,Anesthesiology
11,0.14233188563153654,12,2019,AL,Anesthesiology
0,0.0946421301932372,1,2019,AL,Cardiology
1,0.09324298053364943,2,2019,AL,Cardiology
2,0.10386433659644179,3,2019,AL,Cardiology
3,0.11551819878882963,4,2019,AL,Cardiology
4,0.0873526167254185,5,2019,AL,Cardiology
5,0.07385044063931756,6,2019,AL,Cardiology
6,0.11781833382114415,7,2019,AL,Cardiology
7,0.12404959862660425,8,2019,AL,Cardiology
8,0.0678644430199633,9,2019,AL,Cardiology
9,0.09317280629292968,10,2019,AL,Cardiology
10,0.10004981433572624,11,2019,AL,Cardiology
11,0.06417098430987445,12,2019,AL,Cardiology
0,0.10706217527480921,13,2020,AL,All
1,0.10329371364768303,14,2020,AL,All
2,0.09351185169575482,15,2020,AL,All
3,0.09157874984436687,16,2020,AL,All
4,0.11079470688700344,17,2020,AL,All
5,0.11181656444495125,18,2020,AL,All
6,0.1037779026602772,19,2020,AL,All
7,0.10995091886874708,20,2020,AL,All
8,0.10542892344303101,21,2020,AL,All
9,0.0923558566488154,22,2020,AL,All
10,0.10738240566389334,23,2020,AL,All
11,0.1161391587076448,24,2020,AL,All
0,0.1187676630672817,13,2020,AL,Emergency Medicine
1,0.07234599203136005,14,2020,AL,Emergency Medicine
2,0.1275126688641488,15,2020,AL,Emergency Medicine
3,0.10970649421003364,16,2020,AL,Emergency Medicine
4,0.08451760615839288,17,2020,AL,Emergency Medicine
5,0.1256214631776258,18,2020,AL,Emergency Medicine
6,0.09558864951664969,19,2020,AL,Emergency Medicine
7,0.14716856405404466,20,2020,AL,Emergency Medicine
8,0.10549503408302707,21,2020,AL,Emergency Medicine
9,0.08715091049104995,22,2020,AL,Emergency Medicine
10,0.04482480761268137,23,2020,AL,Emergency Medicine
11,0.06546801110560097,24,2020,AL,Emergency Medicine
0,0.1562962720875699,13,2020,AL,Anesthesiology
1,0.1540371907046043,14,2020,AL,Anesthesiology
2,0.14033966397634878,15,2020,AL,Anesthesiology
3,0.11523487703428026,16,2020,AL,Anesthesiology
4,0.15775954335514242,17,2020,AL,Anesthesiology
5,0.15096235622008802,18,2020,AL,Anesthesiology
6,0.1406604987720762,19,2020,AL,Anesthesiology
7,0.1651990911762744,20,2020,AL,Anesthesiology
8,0.16821735915617142,21,2020,AL,Anesthesiology
9,0.13844881506424234,22,2020,AL,Anesthesiology
10,0.164436585675783,23,2020,AL,Anesthesiology
11,0.17203220297872257,24,2020,AL,Anesthesiology
0,0.10676301618859796,13,2020,AL,Cardiology
1,0.14207699725415712,14,2020,AL,Cardiology
2,0.0866753281614766,15,2020,AL,Cardiology
3,0.08232206362764216,16,2020,AL,Cardiology
4,0.15263977865889677,17,2020,AL,Cardiology
5,0.09606610747995992,18,2020,AL,Cardiology
6,0.08789940885838354,19,2020,AL,Cardiology
7,0.11238174446875004,20,2020,AL,Cardiology
8,0.12676981554496503,21,2020,AL,Cardiology
9,0.10068072160126318,22,2020,AL,Cardiology
10,0.026690068871686234,23,2020,AL,Cardiology
11,0.1059554654761804,24,2020,AL,Cardiology
0,0.11289118650838426,25,2021,AL,All
1,0.10718729992335174,26,2021,AL,All
2,0.11035326218579544,27,2021,AL,All
3,0.0987919654328232,28,2021,AL,All
4,0.10736018931209113,29,2021,AL,All
5,0.11003735721219254,30,2021,AL,All
6,0.10823634180411623,31,2021,AL,All
7,0.10676531476699713,32,2021,AL,All
8,0.10090303133453082,33,2021,AL,All
9,0.10265948680048687,34,2021,AL,All
10,0.10309544313629704,35,2021,AL,All
11,0.11800452937224759,36,2021,AL,All
0,0.06919120375697663,25,2021,AL,Emergency Medicine
1,0.06950410435883214,26,2021,AL,Emergency Medicine
2,0.06861943655717972,27,2021,AL,Emergency Medicine
3,0.03765480706079527,28,2021,AL,Emergency Medicine
4,0.04225434562246677,29,2021,AL,Emergency Medicine
5,0.06966058976408263,30,2021,AL,Emergency Medicine
6,0.09026761315176746,31,2021,AL,Emergency Medicine
7,0.02903554095837091,32,2021,AL,Emergency Medicine
8,0.058490550181703904,33,2021,AL,Emergency Medicine
9,0.03304854739708696,34,2021,AL,Emergency Medicine
10,0.11819980807508568,35,2021,AL,Emergency Medicine
11,0.1774399660711683,36,2021,AL,Emergency Medicine
0,0.14785568677176308,25,2021,AL,Anesthesiology
1,0.15246818744059487,26,2021,AL,Anesthesiology
2,0.15319507115870867,27,2021,AL,Anesthesiology
3,0.1539413188585267,28,2021,AL,Anesthesiology
4,0.1469678425881883,29,2021,AL,Anesthesiology
5,0.1551110830373783,30,2021,AL,Anesthesiology
6,0.13976368943130935,31,2021,AL,Anesthesiology
7,0.11921428369570064,32,2021,AL,Anesthesiology
8,0.14798785417970706,33,2021,AL,Anesthesiology
9,0.13473178148403953,34,2021,AL,Anesthesiology
10,0.145405557330619,35,2021,AL,Anesthesiology
11,0.18155978213432,36,2021,AL,Anesthesiology
0,0.07298468324963459,25,2021,AL,Cardiology
1,0.1151967114219028,26,2021,AL,Cardiology
2,0.10884001760080975,27,2021,AL,Cardiology
3,0.10337009910021133,28,2021,AL,Cardiology
4,0.1060147212819692,29,2021,AL,Cardiology
5,0.1302704576466811,30,2021,AL,Cardiology
6,0.1307400852637436,31,2021,AL,Cardiology
7,0.14616524576022727,32,2021,AL,Cardiology
8,0.09335219399102213,33,2021,AL,Cardiology
9,0.11864933955361978,34,2021,AL,Cardiology
10,0.14072301270910215,35,2021,AL,Cardiology
11,0.08585886494431971,36,2021,AL,Cardiology
0,0.10344379582996033,37,2022,AL,All
1,0.11281305940167508,38,2022,AL,All
2,0.1115839675845115,39,2022,AL,All
3,0.10567336332885269,40,2022,AL,All
4,0.11087204668166195,41,2022,AL,All
5,0.11626438253103166,42,2022,AL,All
6,0.1162317027538976,43,2022,AL,All
7,0.11858673722356472,44,2022,AL,All
8,0.11861284236981073,45,2022,AL,All
9,0.1144039481076975,46,2022,AL,All
10,0.1223891930285631,47,2022,AL,All
11,0.12771616002567743,48,2022,AL,All
0,0.11007178825149988,37,2022,AL,Emergency Medicine
1,0.14588951452784216,38,2022,AL,Emergency Medicine
2,0.0839224167192466,39,2022,AL,Emergency Medicine
3,0.1712902549333617,40,2022,AL,Emergency Medicine
4,0.14577007367718797,41,2022,AL,Emergency Medicine
5,0.03143066538400985,42,2022,AL,Emergency Medicine
6,0.09321292407551263,43,2022,AL,Emergency Medicine
7,0.10072143236229592,44,2022,AL,Emergency Medicine
8,0.14512215962857045,45,2022,AL,Emergency Medicine
9,0.13821559762027447,46,2022,AL,Emergency Medicine
10,0.09249273584698026,47,2022,AL,Emergency Medicine
11,0.22027192494381098,48,2022,AL,Emergency Medicine
0,0.16982081878565936,37,2022,AL,Anesthesiology
1,0.17549471943280193,38,2022,AL,Anesthesiology
2,0.17187630332888337,39,2022,AL,Anesthesiology
3,0.13974216337409873,40,2022,AL,Anesthesiology
4,0.1377724761364173,41,2022,AL,Anesthesiology
5,0.13765703868296508,42,2022,AL,Anesthesiology
6,0.16242364833259315,43,2022,AL,Anesthesiology
7,0.14610273053405443,44,2022,AL,Anesthesiology
8,0.15066719219441727,45,2022,AL,Anesthesiology
9,0.14896355192090904,46,2022,AL,Anesthesiology
10,0.15470067320780245,47,2022,AL,Anesthesiology
11,0.12784036776575958,48,2022,AL,Anesthesiology
0,0.09679122231580295,37,2022,AL,Cardiology
1,0.16081209390768425,38,2022,AL,Cardiology
2,0.07385586715204351,39,2022,AL,Cardiology
3,0.11276626065084394,40,2022,AL,Cardiology
4,0.13303005903094978,41,2022,AL,Cardiology
5,0.13235680249490334,42,2022,AL,Cardiology
6,0.04656119286810123,43,2022,AL,Cardiology
7,0.13191358500379813,44,2022,AL,Cardiology
8,0.12606645397550986,45,2022,AL,Cardiology
9,0.12424286603842472,46,2022,AL,Cardiology
10,0.04998023464138279,47,2022,AL,Cardiology
11,0.11113342541267857,48,2022,AL,Cardiology
0,0.16284162452156026,-23,2017,AR,All
1,0.16002045000158005,-22,2017,AR,All
2,0.15794868726208677,-21,2017,AR,All
3,0.14688017380448415,-20,2017,AR,All
4,0.15296085255085068,-19,2017,AR,All
5,0.14343714632461957,-18,2017,AR,All
6,0.14173276773953558,-17,2017,AR,All
7,0.1396803893666967,-16,2017,AR,All
8,0.12970773556927684,-15,2017,AR,All
9,0.1283397502380158,-14,2017,AR,All
10,0.1407032272708677,-13,2017,AR,All
11,0.12973664376038574,-12,2017,AR,All
0,0.5396318848829987,-23,2017,AR,Emergency Medicine
1,0.533076587210314,-22,2017,AR,Emergency Medicine
2,0.5598189074186384,-21,2017,AR,Emergency Medicine
3,0.5488731752276156,-20,2017,AR,Emergency Medicine
4,0.5191429889089264,-19,2017,AR,Emergency Medicine
5,0.5260281378134728,-18,2017,AR,Emergency Medicine
6,0.5411978751215971,-17,2017,AR,Emergency Medicine
7,0.5162082879702719,-16,2017,AR,Emergency Medicine
8,0.5139713186607432,-15,2017,AR,Emergency Medicine
9,0.5357860510939643,-14,2017,AR,Emergency Medicine
10,0.5203252603618702,-13,2017,AR,Emergency Medicine
11,0.49760226719699496,-12,2017,AR,Emergency Medicine
0,0.4517658397472111,-23,2017,AR,Anesthesiology
1,0.4380425454863208,-22,2017,AR,Anesthesiology
2,0.3754228228681059,-21,2017,AR,Anesthesiology
3,0.40570526729682244,-20,2017,AR,Anesthesiology
4,0.44823275633837123,-19,2017,AR,Anesthesiology
5,0.39277788570536953,-18,2017,AR,Anesthesiology
6,0.43789795278895327,-17,2017,AR,Anesthesiology
7,0.4290969758402876,-16,2017,AR,Anesthesiology
8,0.3844691617155649,-15,2017,AR,Anesthesiology
9,0.4096756046408132,-14,2017,AR,Anesthesiology
10,0.41262440665495004,-13,2017,AR,Anesthesiology
11,0.3350345939540671,-12,2017,AR,Anesthesiology
0,0.1332045713530744,-23,2017,AR,Cardiology
1,0.1375730943066671,-22,2017,AR,Cardiology
2,0.13280167151793265,-21,2017,AR,Cardiology
3,0.1213433719026571,-20,2017,AR,Cardiology
4,0.14195074607913605,-19,2017,AR,Cardiology
5,0.14084599072747506,-18,2017,AR,Cardiology
6,0.14095269912018793,-17,2017,AR,Cardiology
7,0.14084928096914384,-16,2017,AR,Cardiology
8,0.1417744769290178,-15,2017,AR,Cardiology
9,0.15564177359550702,-14,2017,AR,Cardiology
10,0.14518924134912026,-13,2017,AR,Cardiology
11,0.1428936970294059,-12,2017,AR,Cardiology
0,0.1347847616983524,-11,2018,AR,All
1,0.14668692039935116,-10,2018,AR,All
2,0.12765343062148538,-9,2018,AR,All
3,0.12179553554618483,-8,2018,AR,All
4,0.1066409171072289,-7,2018,AR,All
5,0.11133986429788179,-6,2018,AR,All
6,0.10974832652592137,-5,2018,AR,All
7,0.10219416059935438,-4,2018,AR,All
8,0.09136961742373995,-3,2018,AR,All
9,0.08679888221405863,-2,2018,AR,All
10,0.09181494954952707,-1,2018,AR,All
11,0.08720549138149691,0,2018,AR,All
0,0.4711193375983109,-11,2018,AR,Emergency Medicine
1,0.5017835476945047,-10,2018,AR,Emergency Medicine
2,0.4676791512568419,-9,2018,AR,Emergency Medicine
3,0.5370413937353421,-8,2018,AR,Emergency Medicine
4,0.49542869013633073,-7,2018,AR,Emergency Medicine
5,0.5082434205326565,-6,2018,AR,Emergency Medicine
6,0.47484210380128644,-5,2018,AR,Emergency Medicine
7,0.29359019102456774,-4,2018,AR,Emergency Medicine
8,0.11496117834831276,-3,2018,AR,Emergency Medicine
9,0.14753295064660144,-2,2018,AR,Emergency Medicine
10,0.1697819170370649,-1,2018,AR,Emergency Medicine
11,0.1554896741962042,0,2018,AR,Emergency Medicine
0,0.43809314042685454,-11,2018,AR,Anesthesiology
1,0.37144231153131846,-10,2018,AR,Anesthesiology
2,0.37503083869539167,-9,2018,AR,Anesthesiology
3,0.37176406124176653,-8,2018,AR,Anesthesiology
4,0.34984267274902503,-7,2018,AR,Anesthesiology
5,0.3471558321900685,-6,2018,AR,Anesthesiology
6,0.31330242072116476,-5,2018,AR,Anesthesiology
7,0.2443497501991998,-4,2018,AR,Anesthesiology
8,0.11391247109149161,-3,2018,AR,Anesthesiology
9,0.12250170620372769,-2,2018,AR,Anesthesiology
10,0.09246799738152622,-1,2018,AR,Anesthesiology
11,0.10216104861493569,0,2018,AR,Anesthesiology
0,0.1586699318196093,-11,2018,AR,Cardiology
1,0.13273640316928104,-10,2018,AR,Cardiology
2,0.14858147722391424,-9,2018,AR,Cardiology
3,0.14651544107250647,-8,2018,AR,Cardiology
4,0.16327431125699077,-7,2018,AR,Cardiology
5,0.149155008628724,-6,2018,AR,Cardiology
6,0.14785344438661774,-5,2018,AR,Cardiology
7,0.163726894383032,-4,2018,AR,Cardiology
8,0.18608865125276042,-3,2018,AR,Cardiology
9,0.18324168237129512,-2,2018,AR,Cardiology
10,0.1771851043645336,-1,2018,AR,Cardiology
11,0.2072119065713941,0,2018,AR,Cardiology
0,0.09597002658326015,1,2019,AR,All
1,0.10712348084734957,2,2019,AR,All
2,0.09722707101366679,3,2019,AR,All
3,0.0897621832984461,4,2019,AR,All
4,0.08368927653518676,5,2019,AR,All
5,0.08247227003087887,6,2019,AR,All
6,0.0786320394364699,7,2019,AR,All
7,0.04394118351910692,8,2019,AR,All
8,0.03724484162548425,9,2019,AR,All
9,0.03168853079908884,10,2019,AR,All
10,0.03567129544128611,11,2019,AR,All
11,0.03162161220480264,12,2019,AR,All
0,0.08655577845888685,1,2019,AR,Emergency Medicine
1,0.09618304423317181,2,2019,AR,Emergency Medicine
2,0.1084729099073336,3,2019,AR,Emergency Medicine
3,0.08421948468145923,4,2019,AR,Emergency Medicine
4,0.08083768245832068,5,2019,AR,Emergency Medicine
5,0.10877577327727272,6,2019,AR,Emergency Medicine
6,0.0894961320283888,7,2019,AR,Emergency Medicine
7,0.15675593051846382,8,2019,AR,Emergency Medicine
8,0.15233317305977145,9,2019,AR,Emergency Medicine
9,0.14447643852300784,10,2019,AR,Emergency Medicine
10,0.15281013852123282,11,2019,AR,Emergency Medicine
11,0.15559428395706199,12,2019,AR,Emergency Medicine
0,0.09216528031165916,1,2019,AR,Anesthesiology
1,0.0997355003831627,2,2019,AR,Anesthesiology
2,0.12013987770367085,3,2019,AR,Anesthesiology
3,0.11827697843709528,4,2019,AR,Anesthesiology
4,0.10042271103846323,5,2019,AR,Anesthesiology
5,0.1473587053568267,6,2019,AR,Anesthesiology
6,0.11540757514348121,7,2019,AR,Anesthesiology
7,0.1422400431850892,8,2019,AR,Anesthesiology
8,0.11383855020496192,9,2019,AR,Anesthesiology
9,0.13761280452606783,10,2019,AR,Anesthesiology
10,0.12346229847713042,11,2019,AR,Anesthesiology
11,0.17384034469718324,12,2019,AR,Anesthesiology
0,0.1820439401271674,1,2019,AR,Cardiology
1,0.17396857054229875,2,2019,AR,Cardiology
2,0.18135068314770997,3,2019,AR,Cardiology
3,0.19401924228215706,4,2019,AR,Cardiology
4,0.1974981194453329,5,2019,AR,Cardiology
5,0.206165110706778,6,2019,AR,Cardiology
6,0.18836422498503147,7,2019,AR,Cardiology
7,0.2002288757473507,8,2019,AR,Cardiology
8,0.1736678885724423,9,2019,AR,Cardiology
9,0.17877606268621704,10,2019,AR,Cardiology
10,0.178677472544994,11,2019,AR,Cardiology
11,0.18331713860083354,12,2019,AR,Cardiology
0,0.04939926226445457,13,2020,AR,All
1,0.04474585480663762,14,2020,AR,All
2,0.04797577026701361,15,2020,AR,All
3,0.035633807181422616,16,2020,AR,All
4,0.03920343017813488,17,2020,AR,All
5,0.032321368708357556,18,2020,AR,All
6,0.038148329625761424,19,2020,AR,All
7,0.03459805893257395,20,2020,AR,All
8,0.03962942897021193,21,2020,AR,All
9,0.030783137617523826,22,2020,AR,All
10,0.03202403156730149,23,2020,AR,All
11,0.023289792767110185,24,2020,AR,All
0,0.17789892003795893,13,2020,AR,Emergency Medicine
1,0.16047361143920813,14,2020,AR,Emergency Medicine
2,0.16176671438160628,15,2020,AR,Emergency Medicine
3,0.11849121136809682,16,2020,AR,Emergency Medicine
4,0.14416153507522544,17,2020,AR,Emergency Medicine
5,0.16307328031388857,18,2020,AR,Emergency Medicine
6,0.10612878420220218,19,2020,AR,Emergency Medicine
7,0.1415085902094424,20,2020,AR,Emergency Medicine
8,0.1038459490214424,21,2020,AR,Emergency Medicine
9,0.09308725262835071,22,2020,AR,Emergency Medicine
10,0.1453473260636151,23,2020,AR,Emergency Medicine
11,0.12205514129040274,24,2020,AR,Emergency Medicine
0,0.11554358685502153,13,2020,AR,Anesthesiology
1,0.1029504287770312,14,2020,AR,Anesthesiology
2,0.11369371410545748,15,2020,AR,Anesthesiology
3,0.1118054953468397,16,2020,AR,Anesthesiology
4,0.12251749270261814,17,2020,AR,Anesthesiology
5,0.11754181975971356,18,2020,AR,Anesthesiology
6,0.09678186612414241,19,2020,AR,Anesthesiology
7,0.1278542737534043,20,2020,AR,Anesthesiology
8,0.12499850638083243,21,2020,AR,Anesthesiology
9,0.11556457919865593,22,2020,AR,Anesthesiology
10,0.1243322865810862,23,2020,AR,Anesthesiology
11,0.14194357500365273,24,2020,AR,Anesthesiology
0,0.18587743697642678,13,2020,AR,Cardiology
1,0.2033170257550757,14,2020,AR,Cardiology
2,0.1708279057912545,15,2020,AR,Cardiology
3,0.15315924247198698,16,2020,AR,Cardiology
4,0.1799394534122607,17,2020,AR,Cardiology
5,0.19570177923520715,18,2020,AR,Cardiology
6,0.1874660645106736,19,2020,AR,Cardiology
7,0.18032724114188403,20,2020,AR,Cardiology
8,0.1826057618124347,21,2020,AR,Cardiology
9,0.19167661273482983,22,2020,AR,Cardiology
10,0.1737647638084453,23,2020,AR,Cardiology
11,0.19574452838689083,24,2020,AR,Cardiology
0,0.036396462797223306,25,2021,AR,All
1,0.02580009273603079,26,2021,AR,All
2,0.029130657403142246,27,2021,AR,All
3,0.041171628401829086,28,2021,AR,All
4,0.03086317055908261,29,2021,AR,All
5,0.02650639783673514,30,2021,AR,All
6,0.02630627186748047,31,2021,AR,All
7,0.034442991736078454,32,2021,AR,All
8,0.025829318536673362,33,2021,AR,All
9,0.019039134551801284,34,2021,AR,All
10,0.015791290782884992,35,2021,AR,All
11,0.021770582205344335,36,2021,AR,All
0,0.11240643886195412,25,2021,AR,Emergency Medicine
1,0.1551945626428406,26,2021,AR,Emergency Medicine
2,0.12474327384103812,27,2021,AR,Emergency Medicine
3,0.13586259301861503,28,2021,AR,Emergency Medicine
4,0.11398025468192619,29,2021,AR,Emergency Medicine
5,0.14552629163194886,30,2021,AR,Emergency Medicine
6,0.16072730130342505,31,2021,AR,Emergency Medicine
7,0.12542719099014688,32,2021,AR,Emergency Medicine
8,0.09361082812288046,33,2021,AR,Emergency Medicine
9,0.0894090603176616,34,2021,AR,Emergency Medicine
10,0.11698688299909521,35,2021,AR,Emergency Medicine
11,0.17498122167011598,36,2021,AR,Emergency Medicine
0,0.11813208248239027,25,2021,AR,Anesthesiology
1,0.1463015090950296,26,2021,AR,Anesthesiology
2,0.12403516032539763,27,2021,AR,Anesthesiology
3,0.13677787495753158,28,2021,AR,Anesthesiology
4,0.0884111714014455,29,2021,AR,Anesthesiology
5,0.11452863365182053,30,2021,AR,Anesthesiology
6,0.13974285527565966,31,2021,AR,Anesthesiology
7,0.10830115905460269,32,2021,AR,Anesthesiology
8,0.1342934795466706,33,2021,AR,Anesthesiology
9,0.13669524324682736,34,2021,AR,Anesthesiology
10,0.12985506246995815,35,2021,AR,Anesthesiology
11,0.108935329794694,36,2021,AR,Anesthesiology
0,0.15038037927758607,25,2021,AR,Cardiology
1,0.16136012309054482,26,2021,AR,Cardiology
2,0.1884644046721351,27,2021,AR,Cardiology
3,0.17967532327509406,28,2021,AR,Cardiology
4,0.18453925719171194,29,2021,AR,Cardiology
5,0.18884476562815966,30,2021,AR,Cardiology
6,0.16837499072659434,31,2021,AR,Cardiology
7,0.19029782349953595,32,2021,AR,Cardiology
8,0.19774638389819377,33,2021,AR,Cardiology
9,0.1852511296868441,34,2021,AR,Cardiology
10,0.18401521133323517,35,2021,AR,Cardiology
11,0.18936740321772438,36,2021,AR,Cardiology
0,0.03451475393687686,37,2022,AR,All
1,0.027429461339975147,38,2022,AR,All
2,0.01868972969943794,39,2022,AR,All
3,0.0237171791503219,40,2022,AR,All
4,0.016501028379210525,41,2022,AR,All
5,0.020757527560779532,42,2022,AR,All
6,0.03061738542494874,43,2022,AR,All
7,0.02838627190183296,44,2022,AR,All
8,0.031417749024861275,45,2022,AR,All
9,0.037579623587313815,46,2022,AR,All
10,0.03709515143904607,47,2022,AR,All
11,0.03326280275719351,48,2022,AR,All
0,0.09265479025264778,37,2022,AR,Emergency Medicine
1,0.13446225065938122,38,2022,AR,Emergency Medicine
2,0.16036746681392133,39,2022,AR,Emergency Medicine
3,0.09564488027392726,40,2022,AR,Emergency Medicine
4,0.18298631560531298,41,2022,AR,Emergency Medicine
5,0.14192571363509232,42,2022,AR,Emergency Medicine
6,0.14945625073627855,43,2022,AR,Emergency Medicine
