,gini,month,year,state,specialty
10,0.4522444267163739,-1,2018,AL,All
11,0.4633760384943182,0,2018,AL,All
0,0.38966999783789324,-11,2018,AL,Emergency Medicine
1,0.3315264983061006,-10,2018,AL,Emergency Medicine
2,0.2896646707724112,-9,2018,AL,Emergency Medicine
3,0.3314186527733036,-8,2018,AL,Emergency Medicine
4,0.3715862722448635,-7,2018,AL,Emergency Medicine
5,0.3551350763235135,-6,2018,AL,Emergency Medicine
6,0.34848607803743636,-5,2018,AL,Emergency Medicine
7,0.31971228202639423,-4,2018,AL,Emergency Medicine
8,0.28310022548519953,-3,2018,AL,Emergency Medicine
9,0.3190376968094515,-2,2018,AL,Emergency Medicine
10,0.2994687174527868,-1,2018,AL,Emergency Medicine
11,0.3803301038433643,0,2018,AL,Emergency Medicine
0,0.5062697354145297,-11,2018,AL,Anesthesiology
1,0.4498754412381103,-10,2018,AL,Anesthesiology
2,0.46805674730641655,-9,2018,AL,Anesthesiology
3,0.48992776570472296,-8,2018,AL,Anesthesiology
4,0.49671109973704,-7,2018,AL,Anesthesiology
5,0.49251502683033466,-6,2018,AL,Anesthesiology
6,0.5179438073634663,-5,2018,AL,Anesthesiology
7,0.5008042307864752,-4,2018,AL,Anesthesiology
8,0.49204344362285724,-3,2018,AL,Anesthesiology
9,0.4724692272647615,-2,2018,AL,Anesthesiology
10,0.5008588551616675,-1,2018,AL,Anesthesiology
11,0.49315696013917876,0,2018,AL,Anesthesiology
0,0.6011692676970392,-11,2018,AL,Cardiology
1,0.5724666582482674,-10,2018,AL,Cardiology
2,0.5952717273152939,-9,2018,AL,Cardiology
3,0.6025739210663115,-8,2018,AL,Cardiology
4,0.6029977286889932,-7,2018,AL,Cardiology
5,0.6102673644051587,-6,2018,AL,Cardiology
6,0.588731845676804,-5,2018,AL,Cardiology
7,0.6097527387662044,-4,2018,AL,Cardiology
8,0.5874699950923475,-3,2018,AL,Cardiology
9,0.585732340166387,-2,2018,AL,Cardiology
10,0.5834455239510212,-1,2018,AL,Cardiology
11,0.5821300055407608,0,2018,AL,Cardiology
0,0.451781444711326,1,2019,AL,All
1,0.46216003780142767,2,2019,AL,All
2,0.48381915173399825,3,2019,AL,All
3,0.4649530789641191,4,2019,AL,All
4,0.4660044697468705,5,2019,AL,All
5,0.4768714873970621,6,2019,AL,All
6,0.46617113234865326,7,2019,AL,All
7,0.4574457935903944,8,2019,AL,All
8,0.45449368822034963,9,2019,AL,All
9,0.4514980690444408,10,2019,AL,All
10,0.45413141248089106,11,2019,AL,All
11,0.4696691463279187,12,2019,AL,All
0,0.35170705595790774,1,2019,AL,Emergency Medicine
1,0.31580257206579976,2,2019,AL,Emergency Medicine
2,0.3457254128161389,3,2019,AL,Emergency Medicine
3,0.3141268019585861,4,2019,AL,Emergency Medicine
4,0.3056225985622323,5,2019,AL,Emergency Medicine
5,0.33657883288519086,6,2019,AL,Emergency Medicine
6,0.35578366322485433,7,2019,AL,Emergency Medicine
7,0.3135534225183051,8,2019,AL,Emergency Medicine
8,0.32074055362999165,9,2019,AL,Emergency Medicine
9,0.36038792348489845,10,2019,AL,Emergency Medicine
10,0.3854968919057977,11,2019,AL,Emergency Medicine
11,0.43259789269682236,12,2019,AL,Emergency Medicine
0,0.48938534562749614,1,2019,AL,Anesthesiology
1,0.4903487803156207,2,2019,AL,Anesthesiology
2,0.5066012893411906,3,2019,AL,Anesthesiology
3,0.4897464657872439,4,2019,AL,Anesthesiology
4,0.48830747459002555,5,2019,AL,Anesthesiology
5,0.4853552545842418,6,2019,AL,Anesthesiology
6,0.5039390351337598,7,2019,AL,Anesthesiology
7,0.4895876534685134,8,2019,AL,Anesthesiology
8,0.4912980881129372,9,2019,AL,Anesthesiology
9,0.5029230799757306,10,2019,AL,Anesthesiology
10,0.49552947349826326,11,2019,AL,Anesthesiology
11,0.4887051931251749,12,2019,AL,Anesthesiology
0,0.5906199580343673,1,2019,AL,Cardiology
1,0.5817428532976272,2,2019,AL,Cardiology
2,0.5798825387100726,3,2019,AL,Cardiology
3,0.594457979022541,4,2019,AL,Cardiology
4,0.5944676015406407,5,2019,AL,Cardiology
5,0.6047227376311908,6,2019,AL,Cardiology
6,0.6079728982261097,7,2019,AL,Cardiology
7,0.5914374852771976,8,2019,AL,Cardiology
8,0.5862124052602722,9,2019,AL,Cardiology
9,0.5970942938344177,10,2019,AL,Cardiology
10,0.6006654124107483,11,2019,AL,Cardiology
11,0.6242454755747504,12,2019,AL,Cardiology
0,0.4691973318324164,13,2020,AL,All
1,0.4735369306700985,14,2020,AL,All
2,0.483667173756649,15,2020,AL,All
3,0.4955999971380126,16,2020,AL,All
4,0.5094784761502612,17,2020,AL,All
5,0.5078972854739192,18,2020,AL,All
6,0.4956748091950347,19,2020,AL,All
7,0.49232801424764316,20,2020,AL,All
8,0.489638758495594,21,2020,AL,All
9,0.4811414967130889,22,2020,AL,All
10,0.48994660798424383,23,2020,AL,All
11,0.5070137836106368,24,2020,AL,All
0,0.4166765371400877,13,2020,AL,Emergency Medicine
1,0.426135752144283,14,2020,AL,Emergency Medicine
2,0.46111475290826975,15,2020,AL,Emergency Medicine
3,0.43016199987325354,16,2020,AL,Emergency Medicine
4,0.46881637793366515,17,2020,AL,Emergency Medicine
5,0.44244938165466574,18,2020,AL,Emergency Medicine
6,0.4308274265705033,19,2020,AL,Emergency Medicine
7,0.4307017868081887,20,2020,AL,Emergency Medicine
8,0.33158476402566683,21,2020,AL,Emergency Medicine
9,0.32963736572539026,22,2020,AL,Emergency Medicine
10,0.2954929675222615,23,2020,AL,Emergency Medicine
11,0.38086074802281933,24,2020,AL,Emergency Medicine
0,0.5410873418252776,13,2020,AL,Anesthesiology
1,0.5446079972149739,14,2020,AL,Anesthesiology
2,0.5513056114801026,15,2020,AL,Anesthesiology
3,0.5487142384119083,16,2020,AL,Anesthesiology
4,0.5688521134355919,17,2020,AL,Anesthesiology
5,0.5527402350777141,18,2020,AL,Anesthesiology
6,0.5455584363273787,19,2020,AL,Anesthesiology
7,0.5332851132699526,20,2020,AL,Anesthesiology
8,0.571870963321089,21,2020,AL,Anesthesiology
9,0.5387570892982052,22,2020,AL,Anesthesiology
10,0.5405575862813391,23,2020,AL,Anesthesiology
11,0.5531088183656345,24,2020,AL,Anesthesiology
0,0.6290166220009514,13,2020,AL,Cardiology
1,0.6464713797811906,14,2020,AL,Cardiology
2,0.5988297316174226,15,2020,AL,Cardiology
3,0.6014804182086833,16,2020,AL,Cardiology
4,0.6341639243024979,17,2020,AL,Cardiology
5,0.626725007107057,18,2020,AL,Cardiology
6,0.6033243584176533,19,2020,AL,Cardiology
7,0.6205297429791341,20,2020,AL,Cardiology
8,0.615651040728276,21,2020,AL,Cardiology
9,0.6350906469933554,22,2020,AL,Cardiology
10,0.6042996338393645,23,2020,AL,Cardiology
11,0.6116031103532362,24,2020,AL,Cardiology
0,0.5060269804044002,25,2021,AL,All
1,0.5015802153030243,26,2021,AL,All
2,0.5047493864147367,27,2021,AL,All
3,0.48604296273026604,28,2021,AL,All
4,0.48797168176538597,29,2021,AL,All
5,0.49785068199032045,30,2021,AL,All
6,0.49532466288199384,31,2021,AL,All
7,0.4598402888399987,32,2021,AL,All
8,0.463737801417612,33,2021,AL,All
9,0.47506748741878546,34,2021,AL,All
10,0.4828483103654433,35,2021,AL,All
11,0.49430843644203715,36,2021,AL,All
0,0.392196115113835,25,2021,AL,Emergency Medicine
1,0.3771610865755374,26,2021,AL,Emergency Medicine
2,0.3354709421266475,27,2021,AL,Emergency Medicine
3,0.33328200008156816,28,2021,AL,Emergency Medicine
4,0.3262581039115391,29,2021,AL,Emergency Medicine
5,0.3774116941970793,30,2021,AL,Emergency Medicine
6,0.390420515113735,31,2021,AL,Emergency Medicine
7,0.3477180278698835,32,2021,AL,Emergency Medicine
8,0.30582489817406544,33,2021,AL,Emergency Medicine
9,0.35809695611079084,34,2021,AL,Emergency Medicine
10,0.3304525690932122,35,2021,AL,Emergency Medicine
11,0.3666709370854765,36,2021,AL,Emergency Medicine
0,0.5478800158045877,25,2021,AL,Anesthesiology
1,0.5190003754323179,26,2021,AL,Anesthesiology
2,0.5180567013108419,27,2021,AL,Anesthesiology
3,0.53437274068258,28,2021,AL,Anesthesiology
4,0.5591967482427724,29,2021,AL,Anesthesiology
5,0.552777675358376,30,2021,AL,Anesthesiology
6,0.5539893316582214,31,2021,AL,Anesthesiology
7,0.5436743024353227,32,2021,AL,Anesthesiology
8,0.5334185171657595,33,2021,AL,Anesthesiology
9,0.523949342229619,34,2021,AL,Anesthesiology
10,0.5368548276520507,35,2021,AL,Anesthesiology
11,0.5477470286874112,36,2021,AL,Anesthesiology
0,0.6157381894455742,25,2021,AL,Cardiology
1,0.6147349986887312,26,2021,AL,Cardiology
2,0.6439873588447583,27,2021,AL,Cardiology
3,0.6340092173736511,28,2021,AL,Cardiology
4,0.6270207746465927,29,2021,AL,Cardiology
5,0.6254497349785623,30,2021,AL,Cardiology
6,0.6299146322205555,31,2021,AL,Cardiology
7,0.61447203314648,32,2021,AL,Cardiology
8,0.5886649257811469,33,2021,AL,Cardiology
9,0.6044595003140533,34,2021,AL,Cardiology
10,0.6056773356402056,35,2021,AL,Cardiology
11,0.627264594578317,36,2021,AL,Cardiology
0,0.48539203032164846,37,2022,AL,All
1,0.49019353330915216,38,2022,AL,All
2,0.5111435583236851,39,2022,AL,All
3,0.5043961327037739,40,2022,AL,All
4,0.5067324766836758,41,2022,AL,All
5,0.5195778178992181,42,2022,AL,All
6,0.509075271739354,43,2022,AL,All
7,0.4983370499933819,44,2022,AL,All
8,0.49938982485317074,45,2022,AL,All
9,0.49111713969272786,46,2022,AL,All
10,0.5015634870155492,47,2022,AL,All
11,0.5282722321414253,48,2022,AL,All
0,0.40888235672663964,37,2022,AL,Emergency Medicine
1,0.37305575395263013,38,2022,AL,Emergency Medicine
2,0.4440360851453352,39,2022,AL,Emergency Medicine
3,0.46951011270425,40,2022,AL,Emergency Medicine
4,0.5268336911004179,41,2022,AL,Emergency Medicine
5,0.477316369441393,42,2022,AL,Emergency Medicine
6,0.5074018288046941,43,2022,AL,Emergency Medicine
7,0.4577510482190933,44,2022,AL,Emergency Medicine
8,0.44896155388702796,45,2022,AL,Emergency Medicine
9,0.4403432982413019,46,2022,AL,Emergency Medicine
10,0.5080459757952304,47,2022,AL,Emergency Medicine
11,0.5692464539542141,48,2022,AL,Emergency Medicine
0,0.5399460280624699,37,2022,AL,Anesthesiology
1,0.5525803595309359,38,2022,AL,Anesthesiology
2,0.5769710474873465,39,2022,AL,Anesthesiology
3,0.5638742960285915,40,2022,AL,Anesthesiology
4,0.5539580467915934,41,2022,AL,Anesthesiology
5,0.5886185979193278,42,2022,AL,Anesthesiology
6,0.5581708245754479,43,2022,AL,Anesthesiology
7,0.5569967616235653,44,2022,AL,Anesthesiology
8,0.5690435865441565,45,2022,AL,Anesthesiology
9,0.5571463865798906,46,2022,AL,Anesthesiology
10,0.5755780005358797,47,2022,AL,Anesthesiology
11,0.5824259851321314,48,2022,AL,Anesthesiology
0,0.6433622579490696,37,2022,AL,Cardiology
1,0.636554707919957,38,2022,AL,Cardiology
2,0.6670827691945473,39,2022,AL,Cardiology
3,0.6467963631225474,40,2022,AL,Cardiology
4,0.6468189060547156,41,2022,AL,Cardiology
5,0.6664145419243956,42,2022,AL,Cardiology
6,0.6486905869301118,43,2022,AL,Cardiology
7,0.6264770233907354,44,2022,AL,Cardiology
8,0.6604844057891134,45,2022,AL,Cardiology
9,0.6517258458395051,46,2022,AL,Cardiology
10,0.6417933614889231,47,2022,AL,Cardiology
11,0.6567092448884635,48,2022,AL,Cardiology
0,0.39127884902915055,-23,2017,AR,All
1,0.36439759246292935,-22,2017,AR,All
2,0.38899011476521994,-21,2017,AR,All
3,0.3924825080326002,-20,2017,AR,All
4,0.3952205370521582,-19,2017,AR,All
5,0.4349045155378587,-18,2017,AR,All
6,0.429478589556631,-17,2017,AR,All
7,0.38991291742759204,-16,2017,AR,All
8,0.38883511162559914,-15,2017,AR,All
9,0.4013221890686979,-14,2017,AR,All
10,0.38594636884764266,-13,2017,AR,All
11,0.39853933025465227,-12,2017,AR,All
0,0.22822360420441656,-23,2017,AR,Emergency Medicine
1,0.1978666647878291,-22,2017,AR,Emergency Medicine
2,0.18767793515089015,-21,2017,AR,Emergency Medicine
3,0.20765108560722578,-20,2017,AR,Emergency Medicine
4,0.22271360450310151,-19,2017,AR,Emergency Medicine
5,0.2742554304568353,-18,2017,AR,Emergency Medicine
6,0.267054197768509,-17,2017,AR,Emergency Medicine
7,0.2367449827170549,-16,2017,AR,Emergency Medicine
8,0.1795371662386982,-15,2017,AR,Emergency Medicine
9,0.20824289445841238,-14,2017,AR,Emergency Medicine
10,0.20061298443072872,-13,2017,AR,Emergency Medicine
11,0.2664351082962635,-12,2017,AR,Emergency Medicine
0,0.40252617058593754,-23,2017,AR,Anesthesiology
1,0.4318510175153739,-22,2017,AR,Anesthesiology
2,0.4494309259926704,-21,2017,AR,Anesthesiology
3,0.4492352974580157,-20,2017,AR,Anesthesiology
4,0.410970645484658,-19,2017,AR,Anesthesiology
5,0.4762611261450781,-18,2017,AR,Anesthesiology
6,0.4638776314170793,-17,2017,AR,Anesthesiology
7,0.4729590338967027,-16,2017,AR,Anesthesiology
8,0.43543451674100886,-15,2017,AR,Anesthesiology
9,0.4314642549938813,-14,2017,AR,Anesthesiology
10,0.45846501406732254,-13,2017,AR,Anesthesiology
11,0.4546526272315574,-12,2017,AR,Anesthesiology
0,0.6053064156940122,-23,2017,AR,Cardiology
1,0.5977419392517763,-22,2017,AR,Cardiology
2,0.595949323878646,-21,2017,AR,Cardiology
3,0.5999413777369647,-20,2017,AR,Cardiology
4,0.5912470956375405,-19,2017,AR,Cardiology
5,0.5886208138099677,-18,2017,AR,Cardiology
6,0.6093920350643053,-17,2017,AR,Cardiology
7,0.5921802959397853,-16,2017,AR,Cardiology
8,0.5715296369528973,-15,2017,AR,Cardiology
9,0.5946436325028106,-14,2017,AR,Cardiology
10,0.588287907819494,-13,2017,AR,Cardiology
11,0.5883787300590585,-12,2017,AR,Cardiology
0,0.3785190293615137,-11,2018,AR,All
1,0.3685574787478194,-10,2018,AR,All
2,0.4111928119837376,-9,2018,AR,All
3,0.41284384531375706,-8,2018,AR,All
4,0.41072761064287877,-7,2018,AR,All
5,0.4419210424748199,-6,2018,AR,All
6,0.4359439566534037,-5,2018,AR,All
7,0.3847180396512787,-4,2018,AR,All
8,0.39201493349308414,-3,2018,AR,All
9,0.3940342768318219,-2,2018,AR,All
10,0.3780247095080702,-1,2018,AR,All
11,0.3961229298660791,0,2018,AR,All
0,0.20795140641170617,-11,2018,AR,Emergency Medicine
1,0.20149169000173406,-10,2018,AR,Emergency Medicine
2,0.23244375060070954,-9,2018,AR,Emergency Medicine
3,0.1991132305063409,-8,2018,AR,Emergency Medicine
4,0.27532914310151047,-7,2018,AR,Emergency Medicine
5,0.31444852361521713,-6,2018,AR,Emergency Medicine
6,0.26549325071372565,-5,2018,AR,Emergency Medicine
7,0.21012637505716136,-4,2018,AR,Emergency Medicine
8,0.15462841235333946,-3,2018,AR,Emergency Medicine
9,0.2793322040504036,-2,2018,AR,Emergency Medicine
10,0.2892085165037963,-1,2018,AR,Emergency Medicine
11,0.2470356836211982,0,2018,AR,Emergency Medicine
0,0.399659428270262,-11,2018,AR,Anesthesiology
1,0.38003174101072656,-10,2018,AR,Anesthesiology
2,0.4626416735611385,-9,2018,AR,Anesthesiology
3,0.4472862221032323,-8,2018,AR,Anesthesiology
4,0.47403108474779165,-7,2018,AR,Anesthesiology
5,0.5209381820370833,-6,2018,AR,Anesthesiology
6,0.5000421115411415,-5,2018,AR,Anesthesiology
7,0.47839658675313257,-4,2018,AR,Anesthesiology
8,0.4370342510151639,-3,2018,AR,Anesthesiology
9,0.48214313502162165,-2,2018,AR,Anesthesiology
10,0.4979075046146313,-1,2018,AR,Anesthesiology
11,0.5100982732077077,0,2018,AR,Anesthesiology
0,0.5928430892260236,-11,2018,AR,Cardiology
1,0.5943721942254863,-10,2018,AR,Cardiology
2,0.5965333545037694,-9,2018,AR,Cardiology
3,0.6078929479587236,-8,2018,AR,Cardiology
4,0.6019159077545898,-7,2018,AR,Cardiology
5,0.6125149359249678,-6,2018,AR,Cardiology
6,0.6017069617811638,-5,2018,AR,Cardiology
7,0.587590173816899,-4,2018,AR,Cardiology
8,0.589374632116065,-3,2018,AR,Cardiology
9,0.6057003873885776,-2,2018,AR,Cardiology
10,0.5956678954598946,-1,2018,AR,Cardiology
11,0.6052511675057148,0,2018,AR,Cardiology
0,0.37628838905846507,1,2019,AR,All
1,0.3587630115992705,2,2019,AR,All
2,0.37439295152606145,3,2019,AR,All
3,0.38558634846713014,4,2019,AR,All
4,0.3895553075711219,5,2019,AR,All
5,0.41425855586187643,6,2019,AR,All
6,0.4032687864623137,7,2019,AR,All
7,0.39336738369318436,8,2019,AR,All
8,0.4005208847552638,9,2019,AR,All
9,0.3976913625558156,10,2019,AR,All
10,0.380522333325657,11,2019,AR,All
11,0.3961956222230323,12,2019,AR,All
0,0.1706573912125302,1,2019,AR,Emergency Medicine
1,0.15160545184363328,2,2019,AR,Emergency Medicine
2,0.19219527525875035,3,2019,AR,Emergency Medicine
3,0.19802656884735925,4,2019,AR,Emergency Medicine
4,0.27496567308436903,5,2019,AR,Emergency Medicine
5,0.17253928781110717,6,2019,AR,Emergency Medicine
6,0.1610744547023346,7,2019,AR,Emergency Medicine
7,0.26707478179456634,8,2019,AR,Emergency Medicine
8,0.3051233896877362,9,2019,AR,Emergency Medicine
9,0.28171303103346534,10,2019,AR,Emergency Medicine
10,0.24033042353703216,11,2019,AR,Emergency Medicine
11,0.3053025130951772,12,2019,AR,Emergency Medicine
0,0.4259929508905669,1,2019,AR,Anesthesiology
1,0.40644855302401295,2,2019,AR,Anesthesiology
2,0.48707237688128324,3,2019,AR,Anesthesiology
3,0.4462190643341054,4,2019,AR,Anesthesiology
4,0.4750024032262199,5,2019,AR,Anesthesiology
5,0.5263217827423081,6,2019,AR,Anesthesiology
6,0.5382038893799355,7,2019,AR,Anesthesiology
7,0.4948808083784868,8,2019,AR,Anesthesiology
8,0.4623572274008976,9,2019,AR,Anesthesiology
9,0.4725434000160367,10,2019,AR,Anesthesiology
10,0.4359496871701941,11,2019,AR,Anesthesiology
11,0.44094373457130664,12,2019,AR,Anesthesiology
0,0.5909326799725366,1,2019,AR,Cardiology
1,0.6054774827062601,2,2019,AR,Cardiology
2,0.5921964748098725,3,2019,AR,Cardiology
3,0.6090761283718166,4,2019,AR,Cardiology
4,0.6063800158502177,5,2019,AR,Cardiology
5,0.5884242325218814,6,2019,AR,Cardiology
6,0.5922286907953138,7,2019,AR,Cardiology
7,0.5938175624875428,8,2019,AR,Cardiology
8,0.5815666753178286,9,2019,AR,Cardiology
9,0.5849952164083221,10,2019,AR,Cardiology
10,0.5824023366101108,11,2019,AR,Cardiology
11,0.5925511807536654,12,2019,AR,Cardiology
0,0.4048283832798487,13,2020,AR,All
1,0.39231569011699674,14,2020,AR,All
2,0.4226107892916463,15,2020,AR,All
3,0.47022095649142925,16,2020,AR,All
4,0.46882620736892555,17,2020,AR,All
5,0.45658189143084926,18,2020,AR,All
6,0.4393848559570248,19,2020,AR,All
7,0.4217422608926098,20,2020,AR,All
8,0.4196177514229913,21,2020,AR,All
9,0.43805777481731967,22,2020,AR,All
10,0.430327752021639,23,2020,AR,All
11,0.4527274289316754,24,2020,AR,All
0,0.31117194301784024,13,2020,AR,Emergency Medicine
1,0.2700691576096139,14,2020,AR,Emergency Medicine
2,0.3525187627215194,15,2020,AR,Emergency Medicine
3,0.39441610718163567,16,2020,AR,Emergency Medicine
4,0.3738240261396878,17,2020,AR,Emergency Medicine
5,0.3736189782723476,18,2020,AR,Emergency Medicine
6,0.35667633518113195,19,2020,AR,Emergency Medicine
7,0.2907128541688683,20,2020,AR,Emergency Medicine
8,0.22079877289133498,21,2020,AR,Emergency Medicine
9,0.25163998829775247,22,2020,AR,Emergency Medicine
10,0.29623507652085157,23,2020,AR,Emergency Medicine
11,0.3001723496287949,24,2020,AR,Emergency Medicine
0,0.46118400696456674,13,2020,AR,Anesthesiology
1,0.5026493982523157,14,2020,AR,Anesthesiology
2,0.5236375272793858,15,2020,AR,Anesthesiology
3,0.5725135144432856,16,2020,AR,Anesthesiology
4,0.532762495734902,17,2020,AR,Anesthesiology
5,0.5077242677438703,18,2020,AR,Anesthesiology
6,0.5073504381115215,19,2020,AR,Anesthesiology
7,0.5025426912947952,20,2020,AR,Anesthesiology
8,0.5119163352622247,21,2020,AR,Anesthesiology
9,0.5218315192813421,22,2020,AR,Anesthesiology
10,0.504892228362667,23,2020,AR,Anesthesiology
11,0.5305248408301367,24,2020,AR,Anesthesiology
0,0.5939810544915893,13,2020,AR,Cardiology
1,0.6096682746107541,14,2020,AR,Cardiology
2,0.628183003262782,15,2020,AR,Cardiology
3,0.6124790969770604,16,2020,AR,Cardiology
4,0.639263665363913,17,2020,AR,Cardiology
5,0.6263083508020464,18,2020,AR,Cardiology
6,0.6356974597055451,19,2020,AR,Cardiology
7,0.6399241524634939,20,2020,AR,Cardiology
8,0.6106439064769791,21,2020,AR,Cardiology
9,0.6147655822218273,22,2020,AR,Cardiology
10,0.6327615983718207,23,2020,AR,Cardiology
11,0.6250720350641036,24,2020,AR,Cardiology
0,0.44706924795718395,25,2021,AR,All
1,0.44930980976761925,26,2021,AR,All
2,0.45987770092065994,27,2021,AR,All
3,0.44464821002319965,28,2021,AR,All
4,0.43653289828447184,29,2021,AR,All
5,0.4590248605809528,30,2021,AR,All
6,0.45022241479921954,31,2021,AR,All
7,0.4066104534940165,32,2021,AR,All
8,0.40768917418799866,33,2021,AR,All
9,0.434710392083799,34,2021,AR,All
10,0.43086360326190665,35,2021,AR,All
11,0.45236430887245604,36,2021,AR,All
0,0.2863454459705168,25,2021,AR,Emergency Medicine
1,0.3527317961849391,26,2021,AR,Emergency Medicine
2,0.2665576042665351,27,2021,AR,Emergency Medicine
3,0.2435997758837598,28,2021,AR,Emergency Medicine
4,0.20232356062895784,29,2021,AR,Emergency Medicine
5,0.29189131822694925,30,2021,AR,Emergency Medicine
6,0.3595145200621135,31,2021,AR,Emergency Medicine
7,0.25512314986369933,32,2021,AR,Emergency Medicine
8,0.189119732472395,33,2021,AR,Emergency Medicine
9,0.2555430840916365,34,2021,AR,Emergency Medicine
10,0.2149271989973316,35,2021,AR,Emergency Medicine
11,0.3536093478830348,36,2021,AR,Emergency Medicine
0,0.523650473704618,25,2021,AR,Anesthesiology
1,0.5021167996146931,26,2021,AR,Anesthesiology
2,0.5066708078566922,27,2021,AR,Anesthesiology
3,0.552448749206079,28,2021,AR,Anesthesiology
4,0.5205302919847481,29,2021,AR,Anesthesiology
5,0.4906298121351811,30,2021,AR,Anesthesiology
6,0.5006988773779002,31,2021,AR,Anesthesiology
7,0.5050190017184498,32,2021,AR,Anesthesiology
8,0.4635660145878835,33,2021,AR,Anesthesiology
9,0.47946881698032695,34,2021,AR,Anesthesiology
10,0.4536639237500669,35,2021,AR,Anesthesiology
11,0.5037774399489537,36,2021,AR,Anesthesiology
0,0.6344271628076266,25,2021,AR,Cardiology
1,0.6271248088647957,26,2021,AR,Cardiology
2,0.6391650904549145,27,2021,AR,Cardiology
3,0.6394360788131821,28,2021,AR,Cardiology
4,0.653087022112891,29,2021,AR,Cardiology
5,0.6705995760717374,30,2021,AR,Cardiology
6,0.6277133986974066,31,2021,AR,Cardiology
7,0.6402748995182056,32,2021,AR,Cardiology
8,0.6397558813646195,33,2021,AR,Cardiology
9,0.6420238418648071,34,2021,AR,Cardiology
10,0.6401952706308094,35,2021,AR,Cardiology
11,0.6334644412446988,36,2021,AR,Cardiology
0,0.43250705869941064,37,2022,AR,All
1,0.4593476448162934,38,2022,AR,All
2,0.4556462130689196,39,2022,AR,All
3,0.4435281893721079,40,2022,AR,All
4,0.45589093434513817,41,2022,AR,All
5,0.4783043098069646,42,2022,AR,All
6,0.476685031199928,43,2022,AR,All
7,0.4668727286462765,44,2022,AR,All
8,0.45967458242271575,45,2022,AR,All
9,0.4673285859257512,46,2022,AR,All
10,0.4513310093886663,47,2022,AR,All
11,0.4570407969708321,48,2022,AR,All
0,0.24074491357029804,37,2022,AR,Emergency Medicine
1,0.28406469131695844,38,2022,AR,Emergency Medicine
2,0.2650694529647435,39,2022,AR,Emergency Medicine
3,0.2557070462944919,40,2022,AR,Emergency Medicine
4,0.2317910280810498,41,2022,AR,Emergency Medicine
5,0.24375025635687564,42,2022,AR,Emergency Medicine
6,0.2778556934372769,43,2022,AR,Emergency Medicine
7,0.4145597664190258,44,2022,AR,Emergency Medicine
8,0.367854802348089,45,2022,AR,Emergency Medicine
