,gini,month,year,state,specialty
4,0.037327766820763,41,2022,AL,Emergency Medicine
5,0.04139440895929847,42,2022,AL,Emergency Medicine
6,0.05069886517782085,43,2022,AL,Emergency Medicine
7,0.03829802580118158,44,2022,AL,Emergency Medicine
8,0.04475638671072313,45,2022,AL,Emergency Medicine
9,0.04418551000437909,46,2022,AL,Emergency Medicine
10,0.04688331737080964,47,2022,AL,Emergency Medicine
11,0.04766756550311502,48,2022,AL,Emergency Medicine
0,0.034246257125289725,37,2022,AL,Anesthesiology
1,0.03400276713905659,38,2022,AL,Anesthesiology
2,0.036347703124816166,39,2022,AL,Anesthesiology
3,0.03332856370819037,40,2022,AL,Anesthesiology
4,0.03348880775971719,41,2022,AL,Anesthesiology
5,0.03604457320923349,42,2022,AL,Anesthesiology
6,0.030538533962532366,43,2022,AL,Anesthesiology
7,0.031823949485161984,44,2022,AL,Anesthesiology
8,0.03357088139996178,45,2022,AL,Anesthesiology
9,0.033804281869402875,46,2022,AL,Anesthesiology
10,0.03287972625784241,47,2022,AL,Anesthesiology
11,0.03339602078708759,48,2022,AL,Anesthesiology
0,0.04985423045281967,37,2022,AL,Cardiology
1,0.04884156199849232,38,2022,AL,Cardiology
2,0.0474431688871233,39,2022,AL,Cardiology
3,0.05498061063795345,40,2022,AL,Cardiology
4,0.05397705613900783,41,2022,AL,Cardiology
5,0.049433864708691044,42,2022,AL,Cardiology
6,0.048285763648847735,43,2022,AL,Cardiology
7,0.05224118083062823,44,2022,AL,Cardiology
8,0.05126822388073338,45,2022,AL,Cardiology
9,0.050223206012506294,46,2022,AL,Cardiology
10,0.0499599592452693,47,2022,AL,Cardiology
11,0.050134405895471135,48,2022,AL,Cardiology
0,0.06431321955191227,-12,2017,AR,All
1,0.06426075816505095,-13,2017,AR,All
2,0.06479435388055543,-14,2017,AR,All
3,0.06553867927660062,-15,2017,AR,All
4,0.06443776158771208,-16,2017,AR,All
5,0.06463901407058126,-17,2017,AR,All
6,0.06487093706513136,-18,2017,AR,All
7,0.0635065091798952,-19,2017,AR,All
8,0.062369231973725014,-20,2017,AR,All
9,0.06123003971286545,-21,2017,AR,All
10,0.05957069505098733,-22,2017,AR,All
11,0.060196111894721405,-23,2017,AR,All
0,0.020889766432251156,-12,2017,AR,Emergency Medicine
1,0.022153948452467986,-13,2017,AR,Emergency Medicine
2,0.022156309280308872,-14,2017,AR,Emergency Medicine
3,0.021627096775611365,-15,2017,AR,Emergency Medicine
4,0.019244047738372405,-16,2017,AR,Emergency Medicine
5,0.019420177951259943,-17,2017,AR,Emergency Medicine
6,0.01994257526006793,-18,2017,AR,Emergency Medicine
7,0.023979835600115407,-19,2017,AR,Emergency Medicine
8,0.018003084988648,-20,2017,AR,Emergency Medicine
9,0.018540331443948066,-21,2017,AR,Emergency Medicine
10,0.017064172292872493,-22,2017,AR,Emergency Medicine
11,0.018880690314786897,-23,2017,AR,Emergency Medicine
0,0.04463328753383644,-12,2017,AR,Anesthesiology
1,0.036535861902694866,-13,2017,AR,Anesthesiology
2,0.041501831313285,-14,2017,AR,Anesthesiology
3,0.0377240339669801,-15,2017,AR,Anesthesiology
4,0.03320592646635778,-16,2017,AR,Anesthesiology
5,0.029294806878051305,-17,2017,AR,Anesthesiology
6,0.03632289939110678,-18,2017,AR,Anesthesiology
7,0.035003937849860445,-19,2017,AR,Anesthesiology
8,0.03782917399764385,-20,2017,AR,Anesthesiology
9,0.03654290714122843,-21,2017,AR,Anesthesiology
10,0.03660381335370633,-22,2017,AR,Anesthesiology
11,0.030617986415350074,-23,2017,AR,Anesthesiology
0,0.09147059443573191,-12,2017,AR,Cardiology
1,0.09136985747919701,-13,2017,AR,Cardiology
2,0.09253519214407058,-14,2017,AR,Cardiology
3,0.09135844622504985,-15,2017,AR,Cardiology
4,0.09182601783115141,-16,2017,AR,Cardiology
5,0.09132765021529021,-17,2017,AR,Cardiology
6,0.09062687033920991,-18,2017,AR,Cardiology
7,0.09022184672553757,-19,2017,AR,Cardiology
8,0.09023753949358582,-20,2017,AR,Cardiology
9,0.08867168139144921,-21,2017,AR,Cardiology
10,0.09096856756328164,-22,2017,AR,Cardiology
11,0.09034274964888933,-23,2017,AR,Cardiology
0,0.07100472815817305,-1,2018,AR,All
1,0.06378912379493928,-10,2018,AR,All
2,0.06390413088290647,-11,2018,AR,All
3,0.07144903725933271,-2,2018,AR,All
4,0.07242732110777705,-3,2018,AR,All
5,0.07063685146685805,-4,2018,AR,All
6,0.06880337949222648,-5,2018,AR,All
7,0.06848230253685306,-6,2018,AR,All
8,0.06910091703252097,-7,2018,AR,All
9,0.06674240031962198,-8,2018,AR,All
10,0.06620894697199331,-9,2018,AR,All
11,0.0709468803352371,0,2018,AR,All
0,0.048463222698322705,-1,2018,AR,Emergency Medicine
1,0.02355466743781065,-10,2018,AR,Emergency Medicine
2,0.022714207048190715,-11,2018,AR,Emergency Medicine
3,0.04965060856182113,-2,2018,AR,Emergency Medicine
4,0.056726065258046576,-3,2018,AR,Emergency Medicine
5,0.039148595580143164,-4,2018,AR,Emergency Medicine
6,0.02592397424973547,-5,2018,AR,Emergency Medicine
7,0.02181015107546813,-6,2018,AR,Emergency Medicine
8,0.02814690668681097,-7,2018,AR,Emergency Medicine
9,0.021375264566932284,-8,2018,AR,Emergency Medicine
10,0.021788985931958438,-9,2018,AR,Emergency Medicine
11,0.056416193452995644,0,2018,AR,Emergency Medicine
0,0.06117820638945415,-1,2018,AR,Anesthesiology
1,0.04215248126288684,-10,2018,AR,Anesthesiology
2,0.041873945012967595,-11,2018,AR,Anesthesiology
3,0.06503089296925779,-2,2018,AR,Anesthesiology
4,0.061997137659435264,-3,2018,AR,Anesthesiology
5,0.04821972928265961,-4,2018,AR,Anesthesiology
6,0.04410939836867067,-5,2018,AR,Anesthesiology
7,0.04555855595147529,-6,2018,AR,Anesthesiology
8,0.04501269111390527,-7,2018,AR,Anesthesiology
9,0.03921332662861787,-8,2018,AR,Anesthesiology
10,0.042828055342913895,-9,2018,AR,Anesthesiology
11,0.0723417547509746,0,2018,AR,Anesthesiology
0,0.09583971984453266,-1,2018,AR,Cardiology
1,0.0906436739022285,-10,2018,AR,Cardiology
2,0.09155956304216395,-11,2018,AR,Cardiology
3,0.09452484759136226,-2,2018,AR,Cardiology
4,0.0932723870873795,-3,2018,AR,Cardiology
5,0.09162516872447579,-4,2018,AR,Cardiology
6,0.09052804111341262,-5,2018,AR,Cardiology
7,0.09119719216545186,-6,2018,AR,Cardiology
8,0.09090610191046555,-7,2018,AR,Cardiology
9,0.09261385199328265,-8,2018,AR,Cardiology
10,0.09125054775644703,-9,2018,AR,Cardiology
11,0.0959138734548024,0,2018,AR,Cardiology
0,0.07096293158488443,1,2019,AR,All
1,0.06354264203988547,10,2019,AR,All
2,0.06360689556220211,11,2019,AR,All
3,0.06356477657520199,12,2019,AR,All
4,0.07026613053967945,2,2019,AR,All
5,0.07157179577595596,3,2019,AR,All
6,0.07184212388335542,4,2019,AR,All
7,0.07228556503584693,5,2019,AR,All
8,0.07243627997477298,6,2019,AR,All
9,0.07316557378403288,7,2019,AR,All
10,0.06357593366777825,8,2019,AR,All
11,0.0628069712992978,9,2019,AR,All
0,0.07102715213835076,1,2019,AR,Emergency Medicine
1,0.05357598606172842,10,2019,AR,Emergency Medicine
2,0.05524932457855214,11,2019,AR,Emergency Medicine
3,0.05383876218609829,12,2019,AR,Emergency Medicine
4,0.07015603898858414,2,2019,AR,Emergency Medicine
5,0.07016112970786015,3,2019,AR,Emergency Medicine
6,0.06998299290868859,4,2019,AR,Emergency Medicine
7,0.07141922323867034,5,2019,AR,Emergency Medicine
8,0.08892433679446166,6,2019,AR,Emergency Medicine
9,0.08982930904290298,7,2019,AR,Emergency Medicine
10,0.05568560378898335,8,2019,AR,Emergency Medicine
11,0.0543061474454789,9,2019,AR,Emergency Medicine
0,0.0885659306171902,1,2019,AR,Anesthesiology
1,0.061833051283154306,10,2019,AR,Anesthesiology
2,0.060658031287486924,11,2019,AR,Anesthesiology
3,0.05611789670994938,12,2019,AR,Anesthesiology
4,0.08551161363367998,2,2019,AR,Anesthesiology
5,0.08413657034813571,3,2019,AR,Anesthesiology
6,0.08794926362828814,4,2019,AR,Anesthesiology
7,0.09044069790696307,5,2019,AR,Anesthesiology
8,0.09232709890866708,6,2019,AR,Anesthesiology
9,0.09275349111517284,7,2019,AR,Anesthesiology
10,0.0599189053214062,8,2019,AR,Anesthesiology
11,0.05850141241501661,9,2019,AR,Anesthesiology
0,0.09568254830611223,1,2019,AR,Cardiology
1,0.09026732229348378,10,2019,AR,Cardiology
2,0.09051293690495321,11,2019,AR,Cardiology
3,0.08899706375292304,12,2019,AR,Cardiology
4,0.09488678201918888,2,2019,AR,Cardiology
5,0.09615645877189394,3,2019,AR,Cardiology
6,0.09607530597166258,4,2019,AR,Cardiology
7,0.09506534493908747,5,2019,AR,Cardiology
8,0.09580168595883043,6,2019,AR,Cardiology
9,0.09668654320109837,7,2019,AR,Cardiology
10,0.0911922574917221,8,2019,AR,Cardiology
11,0.08892817325209013,9,2019,AR,Cardiology
0,0.06423133793941393,13,2020,AR,All
1,0.06392108301634747,14,2020,AR,All
2,0.06451625478614054,15,2020,AR,All
3,0.06495516111406774,16,2020,AR,All
4,0.0653205616815935,17,2020,AR,All
5,0.06483676976240049,18,2020,AR,All
6,0.06634161980927811,19,2020,AR,All
7,0.0655425156594095,20,2020,AR,All
8,0.06475233401870528,21,2020,AR,All
9,0.06524207727233555,22,2020,AR,All
10,0.06509551460700058,23,2020,AR,All
11,0.06453725427902202,24,2020,AR,All
0,0.05305839373332866,13,2020,AR,Emergency Medicine
1,0.057056154704078765,14,2020,AR,Emergency Medicine
2,0.05161131000922481,15,2020,AR,Emergency Medicine
3,0.05171316247082958,16,2020,AR,Emergency Medicine
4,0.05606596809441977,17,2020,AR,Emergency Medicine
5,0.05212526072680779,18,2020,AR,Emergency Medicine
6,0.06157908212902474,19,2020,AR,Emergency Medicine
7,0.05427122626020997,20,2020,AR,Emergency Medicine
8,0.06572774673034032,21,2020,AR,Emergency Medicine
9,0.06322410272886558,22,2020,AR,Emergency Medicine
10,0.05638349916681218,23,2020,AR,Emergency Medicine
11,0.055012988787834005,24,2020,AR,Emergency Medicine
0,0.058819911206508646,13,2020,AR,Anesthesiology
1,0.059732332881275996,14,2020,AR,Anesthesiology
2,0.06022436209536519,15,2020,AR,Anesthesiology
3,0.062304881754087105,16,2020,AR,Anesthesiology
4,0.06116725488004304,17,2020,AR,Anesthesiology
5,0.0633665231661883,18,2020,AR,Anesthesiology
6,0.062416637616386605,19,2020,AR,Anesthesiology
7,0.06151799888507248,20,2020,AR,Anesthesiology
8,0.06470419753562306,21,2020,AR,Anesthesiology
9,0.06322327654326787,22,2020,AR,Anesthesiology
10,0.05951978819166026,23,2020,AR,Anesthesiology
11,0.059374144056113076,24,2020,AR,Anesthesiology
0,0.0904723082812443,13,2020,AR,Cardiology
1,0.09164361296152435,14,2020,AR,Cardiology
2,0.09007879540551855,15,2020,AR,Cardiology
3,0.09035006971225634,16,2020,AR,Cardiology
4,0.09069845554966527,17,2020,AR,Cardiology
5,0.08892685777947107,18,2020,AR,Cardiology
6,0.08891618720624117,19,2020,AR,Cardiology
7,0.08953056121597558,20,2020,AR,Cardiology
8,0.09110687747916546,21,2020,AR,Cardiology
9,0.08972370805488139,22,2020,AR,Cardiology
10,0.08798822973775167,23,2020,AR,Cardiology
11,0.08823823047422463,24,2020,AR,Cardiology
0,0.06468279115266728,25,2021,AR,All
1,0.06672248875925557,26,2021,AR,All
2,0.06646553671798561,27,2021,AR,All
3,0.06639289370400647,28,2021,AR,All
4,0.06575576632313429,29,2021,AR,All
5,0.06528629797175078,30,2021,AR,All
6,0.06576637384261985,31,2021,AR,All
7,0.06645999519457269,32,2021,AR,All
8,0.06633806763279049,33,2021,AR,All
9,0.06619981263871322,34,2021,AR,All
10,0.0653676887754373,35,2021,AR,All
11,0.06575149927574664,36,2021,AR,All
0,0.05737942861327927,25,2021,AR,Emergency Medicine
1,0.059877409895336964,26,2021,AR,Emergency Medicine
2,0.061318811738296564,27,2021,AR,Emergency Medicine
3,0.06567338570553138,28,2021,AR,Emergency Medicine
4,0.06559147595010817,29,2021,AR,Emergency Medicine
5,0.05910556012140933,30,2021,AR,Emergency Medicine
6,0.060495224533309355,31,2021,AR,Emergency Medicine
7,0.06366657797435904,32,2021,AR,Emergency Medicine
8,0.06726482626350883,33,2021,AR,Emergency Medicine
9,0.06970330275612491,34,2021,AR,Emergency Medicine
10,0.06478222792795396,35,2021,AR,Emergency Medicine
11,0.06069819259172338,36,2021,AR,Emergency Medicine
0,0.06337630478028466,25,2021,AR,Anesthesiology
1,0.058479186911631675,26,2021,AR,Anesthesiology
2,0.06264457368139353,27,2021,AR,Anesthesiology
3,0.06631919160136834,28,2021,AR,Anesthesiology
4,0.06423847435419094,29,2021,AR,Anesthesiology
5,0.06500650630166915,30,2021,AR,Anesthesiology
6,0.0645460580549726,31,2021,AR,Anesthesiology
7,0.06941728891668664,32,2021,AR,Anesthesiology
8,0.06247985004083523,33,2021,AR,Anesthesiology
9,0.07421480146029313,34,2021,AR,Anesthesiology
10,0.07148701567975824,35,2021,AR,Anesthesiology
11,0.0708856598032247,36,2021,AR,Anesthesiology
0,0.08866601005697294,25,2021,AR,Cardiology
1,0.08644021368359056,26,2021,AR,Cardiology
2,0.08887207047572077,27,2021,AR,Cardiology
3,0.08877412166768517,28,2021,AR,Cardiology
4,0.08797710278144688,29,2021,AR,Cardiology
5,0.08618353313833849,30,2021,AR,Cardiology
6,0.0878059062057055,31,2021,AR,Cardiology
7,0.08760474198101564,32,2021,AR,Cardiology
8,0.08873725279031253,33,2021,AR,Cardiology
9,0.09124584064306163,34,2021,AR,Cardiology
10,0.0885947575408802,35,2021,AR,Cardiology
11,0.08954082554534337,36,2021,AR,Cardiology
0,0.06562860636621792,37,2022,AR,All
1,0.06639629467583275,38,2022,AR,All
2,0.0669130544196872,39,2022,AR,All
3,0.0662078915287152,40,2022,AR,All
4,0.0666479684065624,41,2022,AR,All
5,0.06464636974004723,42,2022,AR,All
6,0.06572432517810856,43,2022,AR,All
7,0.06624937957091714,44,2022,AR,All
8,0.0643686678328308,45,2022,AR,All
9,0.0646909364670859,46,2022,AR,All
10,0.06422469103638473,47,2022,AR,All
11,0.06822934040254347,48,2022,AR,All
0,0.06586800821835537,37,2022,AR,Emergency Medicine
1,0.06447311903484065,38,2022,AR,Emergency Medicine
2,0.06992257535640611,39,2022,AR,Emergency Medicine
3,0.07205515090905501,40,2022,AR,Emergency Medicine
4,0.06785946436297041,41,2022,AR,Emergency Medicine
5,0.07324868263473117,42,2022,AR,Emergency Medicine
6,0.06633498216793776,43,2022,AR,Emergency Medicine
